CSC,Description,Div,Dept,Class,Size,Retail Price,Item Status,On Spa,Vendor Name,Vendor Code,Division Name,Dept. Name,Class Name
4695,BRUICHLADDICH ISLAY BARLEY         750ml,A,AW,AWS,750,82.99,L,No,REMY COINTREAU USA INC (000718),718,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4698,BRUICHLADDICH THE CLASSIC LADDIE,A,AW,AWR,750,62.99,1,No,REMY COINTREAU USA INC (000718),718,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4711,CHIVAS REGAL SCOTCH 12YR.           50ml,A,AW,AWR,50,3.02,S,No,PERNOD RICARD USA. (000117),117,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4716,CHIVAS REGAL SCOTCH 12YR           750ml,A,AW,AWR,750,41.99,1,No,PERNOD RICARD USA (000054),54,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4717,CHIVAS REGAL SCOTCH 12YR          1000ml,A,AW,AWR,1000,52.99,1,No,PERNOD RICARD USA (000054),54,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4718,CHIVAS REGAL SCOTCH 12YR          1750ml,A,AW,AWR,1750,84.99,1,No,PERNOD RICARD USA (000054),54,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4736,CHIVAS ROYAL SALUTE                750ml,A,AW,AWR,750,221.99,L,No,PERNOD RICARD USA (000054),54,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4751,CHIVAS REGAL 25 YO                 750ml,Y,YS,YSA,750,349.99,S,No,PERNOD RICARD USA (000054),54,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4773,COPPER DOG SCOTCH WHISKEY          750ml,A,AW,AWR,750,17.99,D,No,DIAGEO AMERICAS INC (000440),440,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4778,CARDHU SINGLE MALT 12YR            750ml,Y,YS,YSA,750,33.48,U,No,DIAGEO AMERICAS INC (000840),840,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4785,CRAGGANMORE DISTILLERS EDITION     750ml,A,AW,AWS,750,84.99,L,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4796,CUTTY SARK SCOTCH                  750ml,A,AW,AWR,750,21.99,1,No,SAZERAC / 375 PARK AVENUE,VC0000200324,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4800,CUTTY SARK PROHIBITION             750ml,Y,YS,YSA,750,24.99,S,No,SAZERAC / 375 PARK AVENUE,VC0000200324,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4801,CUTTY SARK ORIGINAL SCOTCH         375ml,A,AW,AWR,375,14.99,1,No,SAZERAC / 375 PARK AVENUE,VC0000200324,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4810,CRAIGELLACHIE 13 YR SINGLE MALT    750ml,Y,YS,YSA,750,59.99,S,No,"BACARDI IMPORTS, INC.. (000071)",71,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4811,CUTTY SARK SCOTCH WHISKY           375ml,A,AW,AWR,375,14.99,D,No,SAZERAC / 375 PARK AVENUE,VC0000200324,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4825,THE DALMORE 12 YR SNGLE MALT       750ml,A,AW,AWS,750,74.99,1,Yes,E & J GALLO WINERY (000360),360,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4827,THE DALMORE CIGAR MALT                 7,A,AW,AWR,750,179.99,L,No,E & J GALLO WINERY (000360),360,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4828,THE DALMORE 15 YEAR                    7,A,AW,AWR,750,149.99,L,No,E & J GALLO WINERY (000360),360,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4829,THE DALMORE 18 YR                  750ml,L,LA,LAS,750,349.99,L,No,E & J GALLO WINERY (000360),360,LIMITED TIME OFFER,ALLOCATED ITEM,ALLOCATED SPIRIT
4840,THE DALMORE KING ALEXANDER III     750ml,A,AW,AWS,750,349.99,L,No,E & J GALLO WINERY (000360),360,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4846,DALWHINNIE MALT SCOTCH             750ml,A,AW,AWS,750,74.99,1,No,DIAGEO AMERICAS INC (000440),440,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4848,DALWHINNIE DISTILLERS EDITION      750ml,A,AW,AWS,750,89.99,L,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4850,DEANSTON 12 YEAR SINGLE MALT       750ml,Y,YS,YSA,750,86.99,S,No,TERLATO / PATERNO IMPORTS DBA TERLATO WINE INTNL (002280),2280,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4861,DEWARS WHITE LABEL SCOTCH           50ml,A,AW,AWR,50,3.03,S,No,"BACARDI IMPORTS, INC.. (000071)",71,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4866,DEWARS WHITE LABEL SCOTCH          750ml,A,AW,AWR,750,25.99,1,No,"BACARDI U.S.A., INC. (000070)",70,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4868,DEWARS WHITE LABEL SCOTCH         1750ml,A,AW,AWR,1750,49.99,1,No,"BACARDI U.S.A., INC. (000070)",70,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4876,DEWARS SPECIAL RESERVE 12YR        750ml,A,AW,AWR,750,19.99,D,No,"BACARDI U.S.A., INC. (000070)",70,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4936,FAMOUS GROUSE SCOTCH               750ml,A,AW,AWR,750,23.0,1,Yes,THE EDRINGTON GROUP USA LLC (002390),2390,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4953,GLEN GARIOCH 1994 MALT             750ml,A,AW,AWS,750,124.99,S,No,JIM BEAM BRANDS CO. / SPCL-FRNKFRT (000260),260,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4959,GLEN MORAY SINGLE MALT 12YR        750ml,Y,YS,YSA,750,44.99,S,No,SAZERAC / 375 PARK AVENUE,VC0000200324,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4965,GLENDRONACH 21YR PARLIAMENT        750ml,Y,YS,YSA,750,374.99,S,No,BROWN-FORMAN CORPORATION.. (000182),182,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
4972,GLENDRONACH SHERRY CASK SCOTCH     750ml,A,AW,AWS,750,67.99,1,Yes,BROWN-FORMAN CORPORATION.. (000182),182,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4983,GLENKINCHIE DISTILLERS EDITION     750ml,A,AW,AWS,750,84.99,L,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4989,GLENFARCLAS 10YR SINGLE MALT SCOTCH750ml,A,AW,AWR,750,49.99,D,No,SAZERAC COMPANY INC (000806 Owensboro KY),806,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
4990,GLENFARCLAS 25YR SCOTCH            750ml,A,AW,AWS,750,264.99,L,No,SAZERAC COMPANY INC (000806 Owensboro KY),806,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
4993,GLENFARCLAS 12 YR SCOTCH           750ml,A,AW,AWS,750,52.99,S,No,SAZERAC COMPANY INC (000806 Owensboro KY),806,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5002,GLENFIDDICH 21YR GRN RSV RUM CASK  750ml,A,AW,AWS,750,259.99,L,No,WILLIAM GRANT & SONS INC. (000430),430,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5004,GLENFIDDICH SPEC RESERVE 12YR SNG 375 ml,A,AW,AWS,375,24.99,1,No,WILLIAM GRANT & SONS INC. (000430),430,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5006,GLENFIDDICH SPEC RESERVE 12YR SNG  750ml,A,AW,AWS,750,49.99,1,Yes,WILLIAM GRANT & SONS INC. (000430),430,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5009,GLENFIDDICH  SCOTCH 30YRS          750ml,A,AW,AWS,750,1499.99,L,No,WILLIAM GRANT & SONS INC. (000430),430,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5014,GLENFIDDICH RESERVA 15YR           750ml,A,AW,AWS,750,80.99,1,Yes,WILLIAM GRANT & SONS INC. (000430),430,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5028,GLENGOYNE 21 YEAR                  750ml,Y,YS,YSA,750,283.99,S,No,SHAW ROSS INT'L IMPORTERS LLC(000838),838,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
5034,GLENLIVET 12YR MALT SCOTCH         375ml,A,AW,AWS,375,29.99,1,No,PERNOD RICARD USA (000054),54,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5036,GLENLIVET 12YR MALT SCOTCH         750ml,A,AW,AWS,750,54.99,1,No,PERNOD RICARD USA (000054),54,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5038,GLENLIVET 12YR MALT SCOTCH        1750ml,A,AW,AWS,1750,114.99,1,No,PERNOD RICARD USA (000054),54,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5040,GLENLIVET 18YR MALT SCOTCH         750ml,A,AW,AWS,750,174.99,1,No,PERNOD RICARD USA (000054),54,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5053,GLENLIVET 25YR MALT SCOTCH         750ml,A,AW,AWS,750,749.99,U,No,PERNOD RICARD USA (000054),54,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5061,GLENLIVET FRENCH OAK 15YR          750ml,A,AW,AWS,750,84.99,1,No,PERNOD RICARD USA (000054),54,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5067,GLENMORANGIE SIGNET 4              750ml,A,AW,AWS,750,265.99,L,No,MOET HENNESSY USA. (000860),860,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5075,GLENLIVET 21 YR MALTSCOTCH         750ml,A,AW,AWS,750,349.99,L,No,PERNOD RICARD USA (000054),54,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5078,GLENMORANGIE ASTAR                 750ml,Y,YS,YSE,750,99.99,U,No,MOET HENNESSY USA. (000860),860,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
5090,GLENMORANGIE 25 YEAR               750ml,Y,YS,YSA,750,606.44,U,No,MOET HENNESSY USA. (000860),860,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
5096,OLD PARR 12 YR                     750ml,Y,YS,YSA,750,34.99,S,No,DIAGEO AMERICAS INC (000440),440,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
5103,GLENMORANGIE LASANTA 12 YR         750ml,A,AW,AWS,750,69.99,D,No,MOET HENNESSY USA. (000860),860,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5104,GLENMORANGIE NECTAR D'OR           750ml,A,AW,AWS,750,86.99,1,No,MOET HENNESSY USA. (000860),860,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5105,GLENMORANGIE QUINTA RUBAN SCOT     750ml,A,AW,AWS,750,78.99,1,No,MOET HENNESSY USA. (000860),860,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5106,GRANT'S FAMILY RESERVE SCOTCH      750ml,A,AW,AWR,750,20.06,1,No,WILLIAM GRANT & SONS INC. (000430),430,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5133,GLENMORANGIE ORIGINAL 10YR SCOTCH  750ml,A,AW,AWS,750,48.99,1,No,MOET HENNESSY USA. (000860),860,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5136,GLENMORANGIE 18 YEAR               750ml,A,AW,AWR,750,139.99,L,No,MOET HENNESSY USA. (000860),860,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5153,GLENLIVET FOUNDERS RESERVE         750ml,A,AW,AWS,750,48.99,1,No,PERNOD RICARD USA (000054),54,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5157,GLENFIDDICH 18YR SINGLE MALT S     750ml,A,AW,AWS,750,154.99,1,No,WILLIAM GRANT & SONS INC. (000430),430,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5159,GLENFIDDICH 14 YR                  750ml,A,AW,AWS,750,59.99,1,Yes,WILLIAM GRANT & SONS INC. (000430),430,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5182,GLENGLASSAUGH 30YEAR OLD SCOTCH    750ml,L,LA,LAS,750,575.13,U,No,BROWN-FORMAN CORPORATION.. (000182),182,LIMITED TIME OFFER,ALLOCATED ITEM,ALLOCATED SPIRIT
5186,GLENGLASSAUGH TORFA                750ml,A,AW,AWS,750,59.99,L,No,BROWN-FORMAN CORPORATION.. (000182),182,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5201,GLEN GRANT 12 YR                   750ml,A,AW,AWS,750,64.99,D,No,CAMPARI AMERICA (000875),875,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5215,GLENDRONACH 18YR                   750ml,L,LA,LAS,750,279.99,U,No,BROWN-FORMAN CORPORATION.. (000182),182,LIMITED TIME OFFER,ALLOCATED ITEM,ALLOCATED SPIRIT
5242,JOHNNIE WALKER AGED 18 YR          750ml,A,AW,AWR,750,99.99,L,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5247,HIGHLAND PARK 12YR VIKING HONOUR   750ml,A,AW,AWS,750,57.0,1,Yes,THE EDRINGTON GROUP USA LLC (002390),2390,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5286,JURA ORGIN 10 YR                   750ml,A,AW,AWS,750,39.99,D,Yes,E & J GALLO WINERY (000360),360,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5288,J & B RARE SCOTCH                 1750ml,A,AW,AWR,1750,24.3,D,No,DIAGEO AMERICAS INC (000440),440,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5290,J & B RARE SCOTCH                  750ml,Y,YS,YSA,750,23.31,S,No,DIAGEO AMERICAS INC (000440),440,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
5315,JOHNNIE WALKER SWING               750ml,Y,YS,YSA,750,60.06,S,No,DIAGEO AMERICAS INC (000840),840,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
5316,JOHNNIE WALKER GLD RSV LTD         750ml,A,AW,AWR,750,80.99,L,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5318,JOHNNIE WALKER DOUBLE BLACK        750ml,A,AW,AWR,750,49.99,1,No,DIAGEO AMERICAS INC (000440),440,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5319,JOHNNIE WALKER PLATINUM            750ml,A,AW,AWR,750,121.99,U,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5321,JOHNNIE WALKER BLACK                50ml,Y,YS,YSA,50,2.99,S,No,DIAGEO AMERICAS INC (000440),440,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
5325,JOHNNIE WALKER BLACK               375ml,A,AW,AWR,375,19.99,1,No,DIAGEO AMERICAS INC (000440),440,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5326,JOHNNIE WALKER BLK 12YR            750ml,A,AW,AWR,750,42.99,1,No,DIAGEO AMERICAS INC (000440),440,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5329,JOHNNIE WALKER BLUE                750ml,A,AW,AWR,750,249.99,L,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5339,JOHNNIE WALKER BLACK 12YR         1750ml,A,AW,AWR,1750,79.99,1,No,DIAGEO AMERICAS INC (000440),440,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5345,JOHNNIE WALKER RED                 375ml,A,AW,AWR,375,16.99,1,No,DIAGEO AMERICAS INC (000440),440,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5346,JOHNNIE WALKER RED                 750ml,A,AW,AWR,750,26.99,1,No,DIAGEO AMERICAS INC (000440),440,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5349,JOHNNIE WALKER RED                1750ml,A,AW,AWR,1750,49.99,1,No,DIAGEO AMERICAS INC (000440),440,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5350,JOHNNIE WALKER GREEN               750ml,A,AW,AWR,750,74.99,L,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5377,KILCHOMAN MACHIR BAY ISLAY SINGLE M750ml,Y,YS,YSA,750,66.08,S,No,IMPEX BEVERAGES INC (200229),VC0000200229,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
5383,JOHN BARR RED SCOTCH               750ml,A,AW,AWR,750,15.3,S,No,WHYTE & MACKAY (AMERICAS) LIMITED LLC,1930,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5404,LAPHROAIG SELECT SCOTCH            750ml,A,AW,AWS,750,49.99,D,No,JIM BEAM BRANDS CO.. (000620),620,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5426,LAGAVULIN DISTILLERS EDITION       750ml,A,AW,AWS,750,110.13,L,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5427,LAGAVULIN 12 YEAR                  750ml,A,AW,AWS,750,169.99,L,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5430,LAGAVULIN 16YR MALT SCOTCH         750ml,A,AW,AWS,750,99.99,L,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5433,LAPHROAIG QUARTER CASK             750ml,A,AW,AWS,750,74.99,S,No,JIM BEAM BRANDS CO.. (000620),620,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5446,LAPHROAIG 10YR MALT SCOTCH         750ml,A,AW,AWS,750,59.99,1,No,JIM BEAM BRANDS CO.. (000620),620,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5447,LAPHROAIG 25 YR MALTSCOTCH         750ml,A,AW,AWS,750,599.99,S,No,JIM BEAM BRANDS CO. / SPCL-FRNKFRT (000260),260,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5449,LAPHROAIG 30 YEAR                  750ml,Y,YS,YSA,750,999.99,U,No,JIM BEAM BRANDS CO.. (000620),620,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
5450,LISMORE SPEYSIDE SCOTCH            750ml,Y,YS,YSA,750,27.06,S,No,SANS WINE & SPIRITS CO (001678),1678,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
5458,LONGMORN 16 YR SCOTCH              750ml,Y,YS,YSA,750,178.19,S,No,PERNOD RICARD USA (000054),54,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
5486,MACALLAN SHERRY OAK 12 YR          750ml,A,AW,AWS,750,99.99,1,No,THE EDRINGTON GROUP USA LLC (002390),2390,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5535,MACALLAN RARE CASK                 750ml,A,AW,AWS,750,359.99,L,No,THE EDRINGTON GROUP USA LLC (002390),2390,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5545,LAPHROAIG LORE                     750ml,Y,YS,YSA,750,149.99,U,No,JIM BEAM BRANDS CO. / SPCL-FRNKFRT (000260),260,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
5555,MACALLAN DOUBLE CASK 12 YR         750ml,A,AW,AWR,750,74.99,1,Yes,THE EDRINGTON GROUP USA LLC (002390),2390,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5560,LOCH LOMOND SINGEL MALT SCOTCH     750ml,A,AW,AWS,750,21.99,1,Yes,"WI, INC DBA WINESOURCE INTRNTL (200629)",VC0000200629,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5586,MACALLAN DOUBLE CASK 12 YR        375 ml,A,AW,AWR,375,47.99,1,No,THE EDRINGTON GROUP USA LLC (002390),2390,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5587,MACALLAN DOUBLE CASK 12 YR       1750 ml,A,AW,AWR,1750,129.99,D,No,THE EDRINGTON GROUP USA LLC (002390),2390,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5596,MCCLELLAND HIGHLAND MALT           750ml,A,AW,AWS,750,34.99,D,No,JIM BEAM BRANDS CO.. (000620),620,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5606,MCCLELLAND ISLAY MALT SCOTCH       750ml,A,AW,AWS,750,34.99,1,No,JIM BEAM BRANDS CO.. (000620),620,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5613,HIGHLAND PARK MALT 18YR            750ml,L,LA,LAS,750,174.99,L,No,THE EDRINGTON GROUP USA LLC (002390),2390,LIMITED TIME OFFER,ALLOCATED ITEM,ALLOCATED SPIRIT
5633,LAGAVULIN 8 YR                     750ml,A,AW,AWR,750,74.99,L,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5635,MONKEY SHOULDER WHISKEY            750ml,A,AW,AWR,750,29.99,1,Yes,WILLIAM GRANT & SONS INC. (000430),430,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5662,NAKED MALT SCOTCH WHISKEY          750ml,A,AW,AWR,750,19.99,D,No,THE EDRINGTON GROUP USA LLC (002390),2390,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5676,LAPHROAIG 28 YEAR                  750ml,Y,YS,YSA,750,999.99,S,No,JIM BEAM BRANDS CO.. (000620),620,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
5690,OBAN DISTILLERS EDITION            750ml,A,AW,AWS,750,99.99,L,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5694,THE MACALLAN SHERRY OAK 30 YEAR    750ml,A,AW,AWS,750,5499.99,L,No,THE EDRINGTON GROUP USA LLC (002390),2390,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5696,OBAN 14YR MALT SCOTCH              750ml,A,AW,AWS,750,89.99,L,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5700,MACALLAN DOUBLE CASK GOLD          750ml,A,AW,AWR,750,59.99,D,No,THE EDRINGTON GROUP USA LLC (002390),2390,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5701,OBAN LITTLE BAY                    750ml,A,AW,AWS,750,69.99,L,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5702,OBAN 18 YEAR                       750ml,A,AW,AWR,750,156.99,L,No,DIAGEO AMERICAS INC (000840),840,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5705,BRUICHLADDICH OCTOMORE 8.1         750ml,Y,YS,YSA,750,166.76,U,No,REMY COINTREAU USA INC (000718),718,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
5712,MACALLAN SHERRY OAK 25 YR          750ml,A,AW,AWS,750,2749.99,L,No,THE EDRINGTON GROUP USA LLC (002390),2390,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5744,MACALLAN SHERRY OAK 18 YR          750ml,A,AW,AWS,750,419.99,L,No,THE EDRINGTON GROUP USA LLC (002390),2390,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5745,GLENFIDDICH FIRE & CANE SCOTCH     750ml,A,AW,AWR,750,54.99,U,No,WILLIAM GRANT & SONS INC. (000430),430,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5747,JOHNNIE WALKER WHITE WALKER        750ml,A,AW,AWR,750,24.3,D,No,DIAGEO AMERICAS INC (000440),440,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5773,MORTLACH RARE OLD 12 YR SCOTCH     750ml,Y,YS,YSA,750,74.99,S,No,DIAGEO AMERICAS INC (000840),840,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
5774,MORTLACH RARE OLD 16 YR SCOTCH     750ml,Y,YS,YSA,750,159.99,S,No,DIAGEO AMERICAS INC (000840),840,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
5775,MORTLACH RARE OLD 20 YR SCOTCH     750ml,Y,YS,YSA,750,319.99,S,No,DIAGEO AMERICAS INC (000840),840,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
5783,GLENDRONACH 15 YEAR                750ml,A,AW,AWS,750,114.99,L,No,BROWN-FORMAN CORPORATION.. (000182),182,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5788,BRUICHLADDICH PC 10 YR HVY PEAT    750ml,A,AW,AWS,750,72.99,S,No,REMY COINTREAU USA INC (000718),718,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5803,HARLESTON GREEN SCOTCH WHISKEY     750ml,A,AW,AWR,750,24.12,D,No,PARK STREET IMPORTS / EDGEWATER SPIRITS (200377),VC0000200377,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5809,PIG'S NOSE SCOTCH                  750ml,A,AW,AWR,750,24.99,D,Yes,SHAW ROSS INT'L IMPORTERS LLC(000838),838,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5816,DIMPLE PINCH SCOTCH 15YR           750ml,A,AW,AWR,750,41.99,S,No,DIAGEO AMERICAS INC (000440),440,SPIRITS,WHISKEY,WHISKEY - SCOTCH BLENDED
5829,GLENDRONACH PORTWOOD               750ml,A,AW,AWS,750,94.99,L,No,BROWN-FORMAN CORPORATION.. (000182),182,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
5842,GLENLIVET 14 YR COGNAC CASK        750ml,A,AW,AWS,750,69.99,1,No,PERNOD RICARD USA (000054),54,SPIRITS,WHISKEY,WHISKEY - SCOTCH SINGLE MALT
